objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col12_00178,Preparing the New Cherry Lane Library Building,Meridian Library District,1997-05-08,Empty shelves are starting to be loaded at the new Cherry Lane Library Building. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 36",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00178.jpg,/objects/small/col012_mldimages_00178_sm.jpg,/objects/thumbs/col012_mldimages_00178_th.jpg,,
col12_00179,Moving in the Crates of Books,Meridian Library District,1997-05-08,Library workers roll in a wooden crate of books to shleve at the new Cherry Lane Library building. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 36",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00179.jpg,/objects/small/col012_mldimages_00179_sm.jpg,/objects/thumbs/col012_mldimages_00179_th.jpg,,
col12_00180,Library Books Going on the New Library Shelves,Meridian Library District,1997-05-08,Photo of books shelved at the new Cherry Lane Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 36",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00180.jpg,/objects/small/col012_mldimages_00180_sm.jpg,/objects/thumbs/col012_mldimages_00180_th.jpg,,
col12_00181,The Crowd Gathers for Cherry Lane Library Open House,Meridian Library District,1997-05-16,A crowd begins to gather for the Cherry Lane Library open house ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 37",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00181.jpg,/objects/small/col012_mldimages_00181_sm.jpg,/objects/thumbs/col012_mldimages_00181_th.jpg,,
col12_00182,Waiting Outside of Cherry Lane Branch for Opening Ceremony,Meridian Library District,1997-05-16,Patrons gather outside the Cherry Lane Library building in anticipation for the open house ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 37",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00182.jpg,/objects/small/col012_mldimages_00182_sm.jpg,/objects/thumbs/col012_mldimages_00182_th.jpg,,
col12_00183,Brownies Prepare for the Flag Ceremony,Meridian Library District,1997-05-16,Photo of Brownies from Troop number 547 (under leadership of Tracy Curran) and 479 (under the leadership of Leslie Pugmire) gather together to prepare for the flag ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 38",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00183.jpg,/objects/small/col012_mldimages_00183_sm.jpg,/objects/thumbs/col012_mldimages_00183_th.jpg,,
col12_00184,Watching the Flag Ceremony at Cherry Lane Library Opening,Meridian Library District,1997-05-16,Crowd at the Cherry Lane Open House watch as Brownies plant the flags in the flag ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 38",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00184.jpg,/objects/small/col012_mldimages_00184_sm.jpg,/objects/thumbs/col012_mldimages_00184_th.jpg,,
col12_00185,Idaho Governor Phil Batt Prepares to Cut Ribbon,Meridian Library District,1997-05-16,Idaho Governor Phil Batt prepares to do the honor of cutting the ribbon at the Meridian Cherry Lane Library Opening Ceremony,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 40",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00185.jpg,/objects/small/col012_mldimages_00185_sm.jpg,/objects/thumbs/col012_mldimages_00185_th.jpg,,
col12_00186,Director Patty Younger with Librarians,Meridian Library District,1997-05-16,Meridian Library District Director Patty Young with two Meridian library workers at the Cherry Lane Library Opening Ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 40",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00186.jpg,/objects/small/col012_mldimages_00186_sm.jpg,/objects/thumbs/col012_mldimages_00186_th.jpg,,
col12_00187,Patrons Enjoy Refreshments at Open House,Meridian Library District,1997-05-16,Meridian Library patrons enjoy refreshments at the new Cherry Lane Library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 42",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00187.jpg,/objects/small/col012_mldimages_00187_sm.jpg,/objects/thumbs/col012_mldimages_00187_th.jpg,,
col12_00188,Patrons Enjoy Computers at Cherry Lane Library Open House,Meridian Library District,1997-05-16,Patrons use the computers at the new Cherry Lane Library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 43",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00188.jpg,/objects/small/col012_mldimages_00188_sm.jpg,/objects/thumbs/col012_mldimages_00188_th.jpg,,
col12_00189,Patrons Enjloy Computers at Cherry Lane Library Open House,Meridian Library District,1997-05-16,Patrons use the computers at the new Cherry Lane Library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 45",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00189.jpg,/objects/small/col012_mldimages_00189_sm.jpg,/objects/thumbs/col012_mldimages_00189_th.jpg,,
col12_00190,Librarian Greets Patrons at Cherry Lane Library Open House,Meridian Library District,1997-05-16,Librarian talks with patrons at the Cherry Lane Library front desk during the library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00190.jpg,/objects/small/col012_mldimages_00190_sm.jpg,/objects/thumbs/col012_mldimages_00190_th.jpg,,
col12_00191,Cherry Lane Library Front Desk,Meridian Library District,1997-05-16,Cherry Lane Library front desk during the library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 48",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00191.jpg,/objects/small/col012_mldimages_00191_sm.jpg,/objects/thumbs/col012_mldimages_00191_th.jpg,,
col12_00192,Portion of Cherry Lane Library Children's Section,Meridian Library District,1997-05-16,"Portion of Cherry Lane Library's Children's Section during the open house. On the wall hangs American Girl posters, and in the corner sits a puppet stage. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 50",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00192.jpg,/objects/small/col012_mldimages_00192_sm.jpg,/objects/thumbs/col012_mldimages_00192_th.jpg,,
col12_00193,"Children's Section Study Carrels, Shelves, and Tables",Meridian Library District,1997-05-16,"Study carrels, shelves, and tables in the Cherry Lane Library Children's section. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 50",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00193.jpg,/objects/small/col012_mldimages_00193_sm.jpg,/objects/thumbs/col012_mldimages_00193_th.jpg,,
col12_00194,A Woman and Child Browsing Children's Books,Meridian Library District,1997-05-16,A woman and child browsing children's books at the Cherry Lane Library open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00194.jpg,/objects/small/col012_mldimages_00194_sm.jpg,/objects/thumbs/col012_mldimages_00194_th.jpg,,
col12_00195,A Woman and Children Interact with the Children's Area,Meridian Library District,1997-05-16,A woman and children interact with the children's section of the new Cherry Lane Library during the open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00195.jpg,/objects/small/col012_mldimages_00195_sm.jpg,/objects/thumbs/col012_mldimages_00195_th.jpg,,
col12_00196,Librarian Poses Next to Cherry Lane Library Patio Fountain,Meridian Library District,1997-05-16,Librarian poses next to the Cherry Lane Library patio fountain at the library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 53",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00196.jpg,/objects/small/col012_mldimages_00196_sm.jpg,/objects/thumbs/col012_mldimages_00196_th.jpg,,
col12_00197,Meridian High School Jazz Choir Performs,Meridian Library District,1997-05-16,The Meridian High School Jazz Choir performs in the lobby during the Cherry Lane Library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 53",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00197.jpg,/objects/small/col012_mldimages_00197_sm.jpg,/objects/thumbs/col012_mldimages_00197_th.jpg,,
col12_00198,Meridian High School String Quartet Performs,Meridian Library District,1997-05-16,The Meridian High School String Quartet performs in the lobby during the Cherry Lane Library's open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 54",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00198.jpg,/objects/small/col012_mldimages_00198_sm.jpg,/objects/thumbs/col012_mldimages_00198_th.jpg,,
col12_00199,Meridian High School Jazz Band Performs,Meridian Library District,1997-05-16,The Meridian High School Jazz Band performs in the meeting room of the Cherry Lane Library during its open house. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 55",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00199.jpg,/objects/small/col012_mldimages_00199_sm.jpg,/objects/thumbs/col012_mldimages_00199_th.jpg,,
col12_00200,First Patron in New Library on Opening Day,Meridian Library District,1997-05-19,"The first library patron to walk into the Cherry Lane Library on its official opening day, May 19, 1997. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 57",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00200.jpg,/objects/small/col012_mldimages_00200_sm.jpg,/objects/thumbs/col012_mldimages_00200_th.jpg,,
col12_00201,Gray Cat Laying on Bookshelf-Circa 1990,Meridian Library District,1990,"A white and dark gray cat laying on a bookshelf at the old Meridian Library, circa 1990. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 7, Page 01",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00201.jpg,/objects/small/col012_mldimages_00201_sm.jpg,/objects/thumbs/col012_mldimages_00201_th.jpg,,
col12_00202,Display of Chinese items-Circa 1990,Meridian Library District,1990,"Display at the old Meridian Library of Chinese items, circa 1990. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 7, Page 03",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00202.jpg,/objects/small/col012_mldimages_00202_sm.jpg,/objects/thumbs/col012_mldimages_00202_th.jpg,,
col12_00203,Boy Pets Gray and White Cat at Meridian Library-Circa 1990,Meridian Library District,1990,"Boy Pets Gray and White Cat at the Meridian Library, circa 1990. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 7, Page 04",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00203.jpg,/objects/small/col012_mldimages_00203_sm.jpg,/objects/thumbs/col012_mldimages_00203_th.jpg,,
col12_00204,Gray and White Library Cat Sits in Patron's Lap,Meridian Library District,1990-04,Meridian Library's gray and white cat sits in a patron's lap in April 1990. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 7, Page 07",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00204.jpg,/objects/small/col012_mldimages_00204_sm.jpg,/objects/thumbs/col012_mldimages_00204_th.jpg,,
col12_00205,Letter from Figaro to Idaho Governor John Evans,Meridian Library District,1977-06-03,"Letter from Figaro The Library Cat to Idaho Governor John Evans, signed with Figaro's paw print. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 1, Series 2, Folder Pages 41-50",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00205.jpg,/objects/small/col012_mldimages_00205_sm.jpg,/objects/thumbs/col012_mldimages_00205_th.jpg,,
col12_00206,Figaro the Meridian Library Cat Laying on a Bookshelf,Meridian Library District,1979,"Figaro the Meridian Library Cat laying on a bookshelf, circa 1979. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 1, Series 2, Folder Pages 51-60",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00206.jpg,/objects/small/col012_mldimages_00206_sm.jpg,/objects/thumbs/col012_mldimages_00206_th.jpg,,
col12_00207,Poem: To Figaro Our Library Greeter,Meridian Library District,1977-12-20,Poem by Librarian Nancy Sage,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 1, Series 2, Folder Pages 51-60",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00207.jpg,/objects/small/col012_mldimages_00207_sm.jpg,/objects/thumbs/col012_mldimages_00207_th.jpg,,
col12_00208,MLD Scrapbook Documents Series 1,Meridian Library District,1969-1975,"A collection of documents from old MLD scrapbooks ranging between the years 1969-1975. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 1, Series 1",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series1_1969-1975.pdf,/objects/small/col012_mldscrapbook_series1_1969-1975_sm.jpg,/objects/thumbs/col012_mldscrapbook_series1_1969-1975_th.jpg,,
col12_00209,MLD Scrapbook Documents Series 2,Meridian Library District,1974-1982,"A collection of documents from old MLD scrapbooks ranging between the years 1974-1982. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 1, Series 2",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series2_1974-1982.pdf,/objects/small/col012_mldscrapbook_series2_1974-1982_sm.jpg,/objects/thumbs/col012_mldscrapbook_series2_1974-1982_th.jpg,,
col12_00210,MLD Scrapbook Documents Series 3,Meridian Library District,1982-1983,"A collection of documents from old MLD scrapbooks ranging between the years 1982-1983. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 1, Series 3",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series3_1982-1983.pdf,/objects/small/col012_mldscrapbook_series3_1982-1983_sm.jpg,/objects/thumbs/col012_mldscrapbook_series3_1982-1983_th.jpg,,
col12_00211,MLD Scrapbook Documents Series 4,Meridian Library District,1983-1984,"A collection of documents from old MLD scrapbooks ranging between the years 1983-1984. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 1, Series 4",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series4_1983-1984.pdf,/objects/small/col012_mldscrapbook_series4_1983-1984_sm.jpg,/objects/thumbs/col012_mldscrapbook_series4_1983-1984_th.jpg,,
col12_00212,MLD Scrapbook Documents Series 5,Meridian Library District,1975-1987,"A collection of documents from old MLD scrapbooks ranging between the years 1975--1987. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 1, Series 5",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series5_1975-1987.pdf,/objects/small/col012_mldscrapbook_series5_1975-1987_sm.jpg,/objects/thumbs/col012_mldscrapbook_series5_1975-1987_th.jpg,,
col12_00213,MLD Scrapbook Documents Series 6,Meridian Library District,1995-1997,"A collection of documents from old MLD scrapbooks ranging between the years 1995-1997. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 2, Series 6",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series6_1995-1997.pdf,/objects/small/col012_mldscrapbook_series6_1995-1997_sm.jpg,/objects/thumbs/col012_mldscrapbook_series6_1995-1997_th.jpg,,
col12_00214,MLD Scrapbook Documents Series 7,Meridian Library District,1977-1990,"A collection of documents from old MLD scrapbooks ranging between the years 1977-1990. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 2, Series 7",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series7_1977-1990.pdf,/objects/small/col012_mldscrapbook_series7_1977-1990_sm.jpg,/objects/thumbs/col012_mldscrapbook_series7_1977-1990_th.jpg,,
col12_00215,MLD Scrapbook Documents Series 8,Meridian Library District,1926-2014,"A collection of documents from old MLD scrapbooks ranging between the years 1977-1990. Note: There are multiple scrapbooks in the MLD collection, and they often have overlapping dates between each series. Each series was a scrapbook made as a stand alone scrapbook at a given time in the past. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box Box 2, Series 8",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series8_1926-2014.pdf,/objects/small/col012_mldscrapbook_series8_1926-2014_sm.jpg,/objects/thumbs/col012_mldscrapbook_series8_1926-2014_th.jpg,,
col12_00216,MLD Scrapbook Documents Series 9,Meridian Library District,2017,A collection of documents from a scrapbook celebrarting the 20th anniversary of the Cherry Lane Library Branch. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 5, Series 9",,Text,application/pdf,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,pdf,/objects/col012_mldscrapbook_series9_2017.pdf,/objects/small/col012_mldscrapbook_series9_2017_sm.jpg,/objects/thumbs/col012_mldscrapbook_series9_2017_th.jpg,,
col12_00217,Edgar Dragon Poe Reads,Meridian Library District,2017,"Edgar Dragon Poe, the Silverstone Branch's resident reptile, reads a book about lizards","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 5, Series 9",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00208.jpg,/objects/small/col012_mldimages_00208_sm.jpg,/objects/thumbs/col012_mldimages_00208_th.jpg,,
col12_00218,Patrons inside the MLD Bookmobile,Meridian Library District,2016,"Patrons look for books inside the MLD Bookmobile, circa 2016. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 5, Series 9",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00209.jpg,/objects/small/col012_mldimages_00209_sm.jpg,/objects/thumbs/col012_mldimages_00209_th.jpg,,
col12_00219,Children Hold Up their Bookmobiles,Meridian Library District,2016,"Children hold up their crafted mini-bookmobiles, circa 2016.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 5, Series 9",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00210.jpg,/objects/small/col012_mldimages_00210_sm.jpg,/objects/thumbs/col012_mldimages_00210_th.jpg,,
